,Genome Name,HPK,RR,Hybrid,% Hybrid,RR:HPK Ratio,Genome Size   * assembled,Gene Count   * assembled,taxon_oid,Domain,Status,Study Name,Sequencing Center,Phylum,Class,Order,Family,Genus,Species,Ecosystem*,Ecosystem Category*,Ecosystem Subtype*,Ecosystem Type*,Ecotype*,Habitat*
64,Alcaligenes faecalis phenolicus DSM 16503,29.0,31.0,4.0,13.79310345,1.068965517,4248310,3993,2524023144,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Alcaligenes,Alcaligenes faecalis,Engineered,Wastewater,Unclassified,Unclassified,,"Aquatic, Wastewater"
65,Algicola sagamiensis DSM 14643,50.0,47.0,15.0,30.0,0.94,4343354,4099,2519899678,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Algicola,Algicola sagamiensis,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water"
66,Algoriphagus mannitolivorans DSM 15301,47.0,44.0,11.0,23.40425532,0.9361702129999999,4152949,3700,2523533553,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus mannitolivorans,Environmental,Aquatic,Intertidal zone,Marine,,"Aquatic, Marine, Sediment"
67,Algoriphagus marincola DSM 16067,48.0,47.0,8.0,16.66666667,0.979166667,4431678,3951,2523533625,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus marincola,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water"
68,Algoriphagus terrigena DSM 22685,59.0,65.0,10.0,16.94915254,1.101694915,5783376,5016,2523231064,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus terrigena,Environmental,Terrestrial,Unclassified,Soil,,Soil
69,Algoriphagus vanfongensis DSM 17529,48.0,60.0,11.0,22.91666667,1.25,4712065,4085,2523231017,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus vanfongensis,Host-associated,Unclassified,Unclassified,Unclassified,,"Aquatic, Host, Marine"
70,Aliagarivorans marinus DSM 23064,39.0,42.0,17.0,43.58974359,1.076923077,4880341,4520,2523533543,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aliagarivorans,Aliagarivorans marinus,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water"
71,Aliagarivorans taiwanensis DSM 22990,31.0,36.0,9.0,29.03225806,1.161290323,4415338,4225,2524614757,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aliagarivorans,Aliagarivorans taiwanensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water"
72,"Alicyclobacillus acidocaldarius acidocaldarius 104-IA, DSM 446",24.0,19.0,,,0.791666667,3205686,3235,644736325,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus acidocaldarius,Environmental,Aquatic,Unclassified,Thermal springs,,"Aquatic, Hot spring"
73,Alicyclobacillus contaminans DSM 17975,30.0,26.0,,,0.8666666670000001,3274264,3539,2524023143,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus contaminans,Environmental,Terrestrial,Unclassified,Soil,,Soil
74,Alicyclobacillus herbarius DSM 13609,21.0,20.0,,,0.9523809520000001,3312319,3324,2523533552,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus herbarius,Host-associated,Plants,Unclassified,Unclassified,,"Aquatic, Plants"
75,Alicyclobacillus pomorum DSM 14955,26.0,22.0,,,0.846153846,3400263,3533,2513237116,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus pomorum,Host-associated,Plants,Unclassified,Unclassified,,"Fruits, Plants"
76,"Alistipes finegoldii AHN 2437, DSM 17242",23.0,14.0,10.0,43.47826087,0.608695652,3734239,3302,2509601035,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes finegoldii,Host-associated,Human,Unclassified,Digestive system,,"Host, Human"
77,"Alistipes onderdonkii WAL 8169, DSM 19147",31.0,18.0,13.0,41.93548387,0.580645161,3865648,3225,2517572213,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes onderdonkii,Host-associated,Human,Unclassified,Skin,,"Host, Human, Human abdomin"
78,"Alkaliflexus imshenetskii Z-7010, DSM 15055",59.0,36.0,24.0,40.6779661,0.610169492,4122270,3393,2509276023,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Alkaliflexus,Alkaliflexus imshenetskii,Environmental,Aquatic,Unclassified,Non-marine Saline and Alkaline,,"Aquatic, Soda lakes"
79,Alkaliphilus transvaalensis ATCC 700919,50.0,41.0,2.0,4.0,0.82,4024838,3800,2558309003,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus,Alkaliphilus transvaalensis,Engineered,Wastewater,Mine water,Industrial wastewater,,Aquatic
80,Alkalispirochaeta alkalica DSM 8900,58.0,46.0,11.0,18.96551724,0.793103448,3360050,2939,2515154091,Bacteria,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Alkalispirochaeta,Alkalispirochaeta alkalica,Environmental,Aquatic,Unclassified,Non-marine Saline and Alkaline,,"Aquatic, Soda lakes"
81,Alkanindiges illinoisensis DSM 15370,20.0,18.0,4.0,20.0,0.9,3305253,3119,2558860994,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,Alkanindiges illinoisensis,Environmental,Terrestrial,Unclassified,Soil,,Soil
82,Allobaculum stercoricanis DSM 13633,12.0,11.0,,,0.916666667,2052877,1853,2516493028,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,Allobaculum stercoricanis,Host-associated,Mammals,Fecal,Digestive system,,Host
83,Allofustis seminis DSM 15817,9.0,9.0,,,1.0,1441290,1478,2518285549,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Allofustis,Allofustis seminis,Host-associated,Mammals,Unclassified,Unclassified,,"Host, Pig"
84,Alloscardovia criceti DSM 17774,9.0,10.0,,,1.111111111,1884654,1593,2519103191,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,Alloscardovia criceti,Host-associated,Animal,Unclassified,Digestive system,,Host
85,Alloscardovia omnicolens DSM 21503,12.0,13.0,,,1.083333333,1847146,1627,2523533599,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,Alloscardovia omnicolens,Host-associated,Human,Oral,Digestive system,,"Host, Human"
86,Aminiphilus circumscriptus DSM 16581,36.0,34.0,6.0,16.66666667,0.944444444,3223212,2865,2541046957,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),Synergistetes,Synergistia,Synergistales,Synergistaceae,Aminiphilus,Aminiphilus circumscriptus,Engineered,Wastewater,Unclassified,Unclassified,,"Bioreactor, Wastewater"
87,"Aminobacterium colombiense ALA-1, DSM 12261",9.0,12.0,,,1.333333333,1980592,1971,646564503,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Synergistetes,Synergistia,Synergistales,Synergistaceae,Aminobacterium,Aminobacterium colombiense,Engineered,Wastewater,Unclassified,Unclassified,,"Aquatic, Wastewater treatment plant"
88,Aminobacterium mobile DSM 12262,12.0,15.0,1.0,8.333333332999999,1.25,2105968,2031,2541046969,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),Synergistetes,Synergistia,Synergistales,Synergistaceae,Aminobacterium,Aminobacterium mobile,Engineered,Wastewater,Unclassified,Unclassified,,"Sludge, Wastewater treatment plant"
89,"Aminomonas paucivorans GLU-3, DSM 12260",32.0,27.0,10.0,31.25,0.84375,2630120,2494,2502790015,Bacteria,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Synergistetes,Synergistia,Synergistales,Synergistaceae,Aminomonas,Aminomonas paucivorans,Engineered,Wastewater,Unclassified,Unclassified,,"Aquatic, Wastewater treatment plant"
90,Amorphus coralli DSM 19760,28.0,31.0,5.0,17.85714286,1.107142857,4317545,3952,2517572147,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Amorphus,Amorphus coralli,Host-associated,Unclassified,Unclassified,Unclassified,,"Aquatic, Host, Marine"
91,Amphritea japonica ATCC BAA-1530,36.0,40.0,11.0,30.55555556,1.111111111,3801615,3559,2519899692,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Amphritea,Amphritea japonica,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment"
92,Amycolatopsis taiwanensis DSM 45107,88.0,88.0,,,1.0,8777509,8504,2515154032,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis taiwanensis,Environmental,Terrestrial,Unclassified,Soil,,Soil
93,Anabaena sp. 4-3,89.0,57.0,40.0,44.94382022,0.640449438,5593177,4775,2675903261,Bacteria,Draft,Anabaena sp. 4-3 Genome sequencing,"University of Texas, Austin",Cyanobacteria,unclassified,Nostocales,Nostocaceae,Anabaena,Anabaena sp. 4-3,,,,,,
94,Anabaena sp. 90,32.0,29.0,11.0,34.375,0.90625,5305675,4570,2561511140,Bacteria,Finished,Anabaena sp. 90,University of Helsinki,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Anabaena,Anabaena sp. 90,Environmental,Aquatic,Lentic,Freshwater,,"Aquatic, Fresh water"
95,Anabaena sp. ATCC 33047,89.0,57.0,39.0,43.82022472,0.640449438,5545687,4717,2724679208,Bacteria,Draft,Genome sequencing of Anabaena sp. ATCC 33047,"University of Texas, Austin",Cyanobacteria,unclassified,Nostocales,Nostocaceae,Anabaena,Anabaena sp. CA = ATCC 33047,Environmental,Aquatic,,Freshwater,,
96,Anabaena sp. WA102,32.0,36.0,10.0,31.25,1.125,5705437,5262,2651869734,Bacteria,Draft,Anabaena sp. WA102 genome sequencing,Oregon State University,Cyanobacteria,unclassified,Nostocales,Nostocaceae,Anabaena,Anabaena sp. WA102,,,,,,
97,Anaeroarcus burkinensis DSM 6283,44.0,48.0,7.0,15.90909091,1.0909090909999999,3340167,3222,2524614635,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Anaeroarcus,Anaeroarcus burkinensis,Environmental,Terrestrial,Unclassified,Agricultural field,,"Rice paddies, Soil"
98,Anaerobiospirillum succiniciproducens DSM 6400,9.0,10.0,2.0,22.22222222,1.111111111,3806682,2345,2528768184,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,Aeromonadales,Succinivibrionaceae,Anaerobiospirillum,Anaerobiospirillum succiniciproducens,Host-associated,Animal,Unclassified,Respiratory system,,Host
99,"Anaerococcus prevotii PC 1, DSM 20548",10.0,11.0,,,1.1,1998633,1913,644736326,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus prevotii,Host-associated,Human,Unclassified,Unclassified,,"Host, Human"
100,Anaeromusa acidaminophila DSM 3853,40.0,47.0,6.0,15.0,1.175,3477494,3393,2518285615,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Anaeromusa,Anaeromusa acidaminophila,Engineered,Biotransformation,Unclassified,Unclassified,,Bioreactor
101,Anaerovorax odorimutans DSM 5092,45.0,49.0,3.0,6.666666667,1.0888888890000001,3265560,3015,2524614531,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Clostridia,Clostridiales,Clostridiales Family XIII. Incertae Sedis,Anaerovorax,Anaerovorax odorimutans,Environmental,Aquatic,Saline,Non-marine Saline and Alkaline,,"Aquatic, Brackish water, Sediment"
102,Andreprevotia chitinilytica DSM 18519,71.0,73.0,22.0,30.98591549,1.0281690140000002,5154741,4557,2565956517,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Andreprevotia,Andreprevotia chitinilytica,Environmental,Terrestrial,Unclassified,Soil,,Soil
103,Andreprevotia lacus DSM 23236,46.0,54.0,13.0,28.26086957,1.173913043,4626202,4378,2568526002,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Andreprevotia,Andreprevotia lacus,Environmental,Aquatic,Ponds,Freshwater,,Aquatic
104,Aneurinibacillus terranovensis DSM 18919,45.0,35.0,,,0.7777777779999999,4249376,4358,2524614808,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus,Aneurinibacillus terranovensis,Environmental,Terrestrial,Unclassified,Soil,,Soil
105,Aphanizomenon flos-aquae 2012/KM1/D3,32.0,34.0,9.0,28.125,1.0625,5741771,6102,2630968589,Bacteria,Draft,Aphanizomenon flos-aquae 2012/KM1/D3 Genome sequencing,Vilnius University,Cyanobacteria,unclassified,Nostocales,Aphanizomenonaceae,Aphanizomenon,Aphanizomenon flos-aquae,Environmental,Aquatic,,Freshwater,,
106,Aphanizomenon flos-aquae NIES-81,36.0,34.0,12.0,33.33333333,0.944444444,5682502,5348,2585427799,Bacteria,Permanent Draft,Aphanizomenon flos-aquae NIES-81,Northern Illinois University,Cyanobacteria,unclassified,Nostocales,Aphanizomenonaceae,Aphanizomenon,Aphanizomenon flos-aquae,Environmental,Aquatic,Lake,Freshwater,,
107,Aphanocapsa montana BDHKU210001,109.0,90.0,34.0,31.19266055,0.825688073,11500044,9221,2627853929,Bacteria,Draft,Aphanocapsa montana BDHKU210001 Genome sequencing,Indian Institute of Chemical Biology,Cyanobacteria,unclassified,Synechococcales,Merismopediaceae,Aphanocapsa,Aphanocapsa montana,,,,,,
108,Aquaspirillum serpens DSM 68,41.0,55.0,11.0,26.82926829,1.341463415,2617987,2556,2524614869,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Aquaspirillum,Aquaspirillum serpens,Environmental,Aquatic,Unclassified,Freshwater,,"Aquatic, Fresh water"
109,"Aquiflexum balticum BA160, DSM 16537",66.0,46.0,12.0,18.18181818,0.696969697,5987095,5121,2506520046,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Aquiflexum,Aquiflexum balticum,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water"
110,Aquimarina latercula DSM 2041,59.0,69.0,17.0,28.81355932,1.169491525,6245252,5610,2523533620,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina latercula,Environmental,Aquatic,Unclassified,Aquaculture,,"Aquatic, Marine, Sea water"
111,Aquimarina muelleri DSM 19832,44.0,43.0,11.0,25.0,0.977272727,4903219,4179,2524023059,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina muelleri,Environmental,Aquatic,Marginal Sea,Marine,,"Aquatic, Marine, Sea water"
