Genome Name,org_type_y,ratio,HPK,rr,his_kin_per_100,Genome Size   * assembled,Gene Count   * assembled,hpkper,HybridHPK,taxon_oid,Domain,Status,Study Name,Sequencing Center,IMG Genome ID ,Phylum,ForColors,Class,Order,Family,Genus,Species,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Ecotype,Habitat,lifestyle_color,order_color
Oceanicaulis alexandrii HTCC2633,,1.243243243,37,46,1.200908796,3168201,3081,1.200908796,,638341138,Bacteria,Permanent Draft,Oceanicaulis alexandrii HTCC2633,J. Craig Venter Institute (JCVI),638341138,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Oceanicaulis,Oceanicaulis sp. HTCC2633,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#fdae61,#74add1
Oceanibulbus indolifex HEL-45,,0.839285714,56,47,1.330798479,4105524,4208,1.330798479,9,641380424,Bacteria,Permanent Draft,Oceanibulbus indolifex HEL-45,J. Craig Venter Institute (JCVI),641380424,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanibulbus,Oceanibulbus indolifex,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#fdae61,#66c2a5
Nodularia spumigena CCY9414,,1.22,50,61,1.01853738,5316258,4909,1.01853738,11,639857037,Bacteria,Permanent Draft,Nodularia spumigena CCY9414,J. Craig Venter Institute (JCVI),639857037,Cyanobacteria,Cyanobacteria,unclassified,Nostocales,Aphanizomenonaceae,Nodularia,Nodularia spumigena,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Surface water",#fdae61,#fee086
Nitrosomonas cryotolerans ATCC 49181,,1.238095238,21,26,0.774907749,2928185,2710,0.774907749,5,2588253501,Bacteria,Permanent Draft,"Genome Sequencing of Nitrosomonas cryotolerans and Nitrosospira briensis, missing pieces for comparative phylogenomics of ammonia-oxidizing bacteria",DOE Joint Genome Institute (JGI),2588253501,Proteobacteria,Betaproteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,Nitrosomonas,Nitrosomonas cryotolerans,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#fdae61,#5e4fa2
Nitrosococcus oceani C-107,,1.185185185,27,32,0.846394984,3522111,3190,0.846394984,22,637000194,Bacteria,Finished,Five Bacteria involved in Nitrification,DOE Joint Genome Institute (JGI),637000194,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Nitrosococcus,Nitrosococcus oceani,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine",#fdae61,#5e4fa2
Nitrococcus mobilis Nb-231,,1.285714286,28,36,0.788288288,3617638,3552,0.788288288,23,638341135,Bacteria,Permanent Draft,Nitrococcus mobilis Nb-231,J. Craig Venter Institute (JCVI),638341135,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Nitrococcus,Nitrococcus mobilis,Environmental,Aquatic,Unclassified,Marine,,"Marine, Surface water",#fdae61,#f46d43
Nitrobacter sp. Nb-311A,,1.052631579,38,40,0.881261596,4104352,4312,0.881261596,9,638341134,Bacteria,Permanent Draft,Nitrobacter sp. Nb-311A,J. Craig Venter Institute (JCVI),638341134,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Nitrobacter,Nitrobacter sp. Nb-311A,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Fresh water, Marine, Soil, Surface water",#fdae61,#5e4fa2
Nitratiruptor tergarcus DSM 16512,,1.117647059,17,19,0.83374203,1929433,2039,0.83374203,18,2516493030,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),2516493030,Proteobacteria,Epsilonproteobacteria,Epsilonproteobacteria,unclassified,unclassified,Nitratiruptor,Nitratiruptor tergarcus,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine",,
"Nitratifractor salsuginis E9I37-1, DSM 16511",,1.095238095,21,23,0.96640589,2101285,2173,0.96640589,18,649633076,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),649633076,Proteobacteria,Epsilonproteobacteria,Epsilonproteobacteria,Campylobacterales,unclassified,Nitratifractor,Nitratifractor salsuginis,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine",,
Neptunomonas japonica DSM 18939,,1.32,50,66,1.170686022,4393591,4271,1.170686022,24,2523533624,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523533624,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptunomonas,Neptunomonas japonica,Environmental,Aquatic,Intertidal zone,Marine,,"Aquatic, Marine, Sediment",,
"Muricauda ruestringensis B1, DSM 13258",,1.025641026,39,40,1.106382979,3842422,3525,1.106382979,,2505679007,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),2505679007,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda ruestringensis,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",,
Moritella sp. PE36,,1.212765957,47,57,0.968273589,5286066,4854,0.968273589,11,2501651208,Bacteria,Permanent Draft,Moritella sp. PE36,J. Craig Venter Institute (JCVI),2501651208,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,Moritella sp. PE36,Environmental,Aquatic,Coastal,Marine,,"Deep sea, Marine",#fdae61,#f46d43
Moritella marina ATCC 15381,,1.183673469,49,58,1.15402732,4648950,4246,1.15402732,50,2519899695,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2519899695,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,Moritella marina,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Microbacterium indicum DSM 19969,,1.153846154,13,15,0.480947096,2813713,2703,0.480947096,23,2523533558,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523533558,Actinobacteria,Other,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium indicum,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Deep sea, Marine, Sediment",,
Mesonia mobilis DSM 19841,,0.92,25,23,0.821557673,3210966,3043,0.821557673,,2523231063,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523231063,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesonia,Mesonia mobilis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Mesoflavibacter zeaxanthinifaciens DSM 18436,,0.833333333,30,25,1.084206722,2966206,2767,1.084206722,,2524023204,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524023204,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter zeaxanthinifaciens,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
"Marivirga tractuosa H-43, DSM 4126",,0.606060606,66,40,1.711174488,4516490,3857,1.711174488,,649633065,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),649633065,Bacteroidetes,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marivirga,Marivirga tractuosa,Environmental,Aquatic,Intertidal zone,Marine,,Sea sand,,
Marinomonas sp. MED121,,1.384615385,52,72,1.057340382,5121076,4918,1.057340382,4,638341124,Bacteria,Permanent Draft,Marinomonas sp. MED121,J. Craig Venter Institute (JCVI),638341124,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinomonas,Marinomonas sp. MED121,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#fdae61,#5e4fa2
Marinobacterium litorale DSM 23545,,1.392156863,51,71,1.181649676,4382432,4316,1.181649676,21,2522572179,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2522572179,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,Marinobacterium litorale,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Marinobacterium jannaschii DSM 6295,,1.369863014,73,100,1.526877222,5179830,4781,1.526877222,20,2556921010,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2556921010,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,Marinobacterium jannaschii,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Marinobacter daepoensis DSM 16072,,1.236363636,55,68,1.529477197,3835704,3596,1.529477197,2,2526164527,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2526164527,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter daepoensis,Environmental,Aquatic,Intertidal zone,Marine,,"Aquatic, Marine, Sea water",,
Marinitoga piezophila KA3,,1.095238095,21,23,0.985452839,2244793,2131,0.985452839,11,2508501120,Bacteria,Finished,Protein structure adaptations and genome stability as reflected by species of the Thermotogales,DOE Joint Genome Institute (JGI),2508501120,Thermotogae,Other,Thermotogae,Petrotogales,unclassified,Marinitoga,Marinitoga piezophila,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Hot spring, Hydrothermal vent, Marine",#fdae61,#5e4fa2
"Marinithermus hydrothermalis T1, DSM 14884",,1.142857143,14,16,0.606060606,2269167,2310,0.606060606,6,2504643006,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),2504643006,Deinococcus-Thermus,Other,Deinococci,Thermales,Thermaceae,Marinithermus,Marinithermus hydrothermalis,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine",,
marine actinobacterium PHSC20C1,,1,19,19,0.699043414,2769012,2718,0.699043414,23,638341246,Bacteria,Permanent Draft,Agreia sp. PHSC20C1,J. Craig Venter Institute (JCVI),638341246,Actinobacteria,Other,Actinobacteria,unclassified,unclassified,unclassified,marine actinobacterium PHSC20C1,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#fdae61,#f46d43
Marinactinospora thermotolerans DSM 45154,,0.903846154,52,47,1.031950784,5663707,5039,1.031950784,21,2524614583,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524614583,Actinobacteria,Other,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Marinactinospora,Marinactinospora thermotolerans,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Deep sea, Marine, Sediment",,
Loktanella vestfoldensis SKA53,,1.095238095,21,23,0.673724735,3063691,3117,0.673724735,9,638341119,Bacteria,Permanent Draft,Loktanella vestfoldensis SKA53,J. Craig Venter Institute (JCVI),638341119,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,Loktanella vestfoldensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#fdae61,#66c2a5
Loktanella sp. SE62,,0.909090909,33,30,0.711053652,4581948,4641,0.711053652,8,2517487002,Bacteria,Permanent Draft,Loktanella sp. SE62,J. Craig Venter Institute (JCVI),2517487002,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,Loktanella sp. SE62,Environmental,Aquatic,Intertidal zone,Marine,,Marine,#fdae61,#5e4fa2
Loktanella hongkongensis DSM 17492,,0.928571429,28,26,0.888324873,3187878,3152,0.888324873,7,2517434011,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2517434011,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,Loktanella hongkongensis,Environmental,Aquatic,Unclassified,Marine,,"Biofilm, Marine",,
Limnobacter sp. MED105,,1.203703704,54,65,1.643835616,3390271,3285,1.643835616,11,640963026,Bacteria,Permanent Draft,Limnobacter sp. MED105,J. Craig Venter Institute (JCVI),640963026,Proteobacteria,Betaproteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Limnobacter,Limnobacter sp. MED105,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Surface water",#fdae61,#bf812d
Lewinella cohaerens DSM 23179,,1.048387097,62,65,1.09929078,7298817,5640,1.09929078,,2515154030,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2515154030,Bacteroidetes,Bacteroidetes,Saprospiria,Saprospirales,Lewinellaceae,Lewinella,Lewinella cohaerens,Environmental,Aquatic,Intertidal zone,Marine,,Sea sand,,
Lentisphaera araneosa HTCC2155,,0.807692308,26,21,0.502609704,6023180,5173,0.502609704,23,640963040,Bacteria,Permanent Draft,Lentisphaera araneosa HTCC2155,J. Craig Venter Institute (JCVI),640963040,Lentisphaerae,Other,Lentisphaeria,Lentisphaerales,Lentisphaeraceae,Lentisphaera,Lentisphaera araneosa,Environmental,Aquatic,Unclassified,Marine,,Marine,#fdae61,#66c2a5
"Kytococcus sedentarius 541, DSM 20547",,1.142857143,14,16,0.520059435,2785024,2692,0.520059435,21,644736380,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),644736380,Actinobacteria,Other,Actinobacteria,Micrococcales,Dermacoccaceae,Kytococcus,Kytococcus sedentarius,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Kordiimonas gwangyangensis DSM 19435,,1.018867925,53,54,1.402858655,4082245,3778,1.402858655,5,2517093004,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2517093004,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,Kordiimonas gwangyangensis,Environmental,Aquatic,Marginal Sea,Marine,,"Aquatic, Marine, Sediment",,
Kordia algicida OT-1,,1.130434783,46,52,1.003490401,5019836,4584,1.003490401,11,641380434,Bacteria,Permanent Draft,Kordia algicida OT-1,J. Craig Venter Institute (JCVI),641380434,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia,Kordia algicida,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#fdae61,#5e4fa2
"Kangiella koreensis SW-125, DSM 16069",,1,25,25,0.927988122,2852073,2694,0.927988122,3,644736377,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),644736377,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Kangiella,Kangiella koreensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Kangiella aquimarina DSM 16071,,1,24,24,0.942655145,2681803,2546,0.942655145,11,2515154212,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2515154212,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Kangiella,Kangiella aquimarina,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",,
Joostella marina DSM 19592,,1.085714286,35,38,0.874125874,4508243,4004,0.874125874,16,2509276026,Bacteria,Permanent Draft,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),2509276026,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Joostella,Joostella marina,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water",,
Janibacter sp. HTCC2649,,1.166666667,30,35,0.721847931,4228723,4156,0.721847931,25,638341107,Bacteria,Permanent Draft,Janibacter sp. HTCC2649,J. Craig Venter Institute (JCVI),638341107,Actinobacteria,Other,Actinobacteria,Micrococcales,Intrasporangiaceae,Janibacter,Janibacter sp. HTCC2649,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#fdae61,#5e4fa2
Idiomarina sediminum DSM 21906,,1,20,20,0.805477245,2626426,2483,0.805477245,9,2524614571,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524614571,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina sediminum,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",,
Idiomarina baltica OS145,,1.344827586,29,39,1.090225564,2722127,2660,1.090225564,5,638341106,Bacteria,Permanent Draft,Idiomarina baltica OS145,J. Craig Venter Institute (JCVI),638341106,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina baltica,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#fdae61,#5e4fa2
Hydrogenivirga sp. 128-5-R1-1,,1.318181818,22,29,0.577276305,3038240,3811,0.577276305,14,2636416138,Bacteria,Permanent Draft,Hydrogenivirga sp. 128-5-R1-1,J. Craig Venter Institute (JCVI),2636416138,Aquificae,Other,Aquificae,Aquificales,Aquificaceae,Hydrogenivirga,Hydrogenivirga sp. 128-5-R1-1,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Fresh water, Hot spring, Hydrothermal vent",#fdae61,#66c2a5
Hoeflea phototrophica DFL-43,,1.051282051,39,41,0.908032596,4468465,4295,0.908032596,5,2663763045,Bacteria,Finished,Hoeflea phototrophica DFL-43,J. Craig Venter Institute (JCVI),2663763045,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Hoeflea,Hoeflea phototrophica,Host-associated,Unclassified,Unclassified,Unclassified,,"Host, Marine",,
Hirschia maritima DSM 19733,,1.470588235,34,50,1.085568327,3351270,3132,1.085568327,9,2519899518,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2519899518,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Hirschia,Hirschia maritima,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
"Hippea maritima MH2, DSM 10411",,1,11,11,0.617977528,1694430,1780,0.617977528,3,2504136000,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),2504136000,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfurellales,Desulfurellaceae,Hippea,Hippea maritima,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",,
Henriciella marina DSM 19595,,0.967741935,31,30,0.950920245,3277765,3260,0.950920245,5,2519103046,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2519103046,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Henriciella,Henriciella marina,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Halodesulfovibrio aestuarii DSM 10141,,1.296296296,54,70,1.758384891,3406912,3071,1.758384891,4,2524614816,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524614816,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Halodesulfovibrio,Halodesulfovibrio aestuarii,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sediment",,
Halobacteroides halobius DSM 5150,,0.409090909,22,9,0.835548804,2649255,2633,0.835548804,12,2509601017,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),2509601017,Firmicutes,Firmicutes,Clostridia,Halanaerobiales,Halobacteroidaceae,Halobacteroides,Halobacteroides halobius,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Deep sea, Marine, Sediment",,
Halobacillus kuroshimensis DSM 18393,,0.888888889,27,24,0.664370079,3850372,4064,0.664370079,16,2523533634,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523533634,Firmicutes,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus,Halobacillus kuroshimensis,Environmental,Aquatic,Intertidal zone,Marine,,"Aquatic, Deep sea, Marine",,
Haliea salexigens DSM 19537,,1,35,35,0.871731009,4258722,4015,0.871731009,4,2523533559,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523533559,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Haliea,Haliea salexigens,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water",,
"Haliangium ochraceum SMP-2, DSM 14365",,1.169642857,112,131,1.611047181,9446314,6952,1.611047181,3,646311933,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),646311933,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria,Myxococcales,Kofleriaceae,Haliangium,Haliangium ochraceum,Environmental,Aquatic,Intertidal zone,Marine,,Sea sand,,
Gramella portivictoriae DSM 23547,,1.131578947,38,43,1.247947455,3269398,3045,1.247947455,10,2524614725,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524614725,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gramella,Gramella portivictoriae,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",,
Glaciecola pallidula DSM 14239,,1.375,40,55,1.025115325,4363047,3902,1.025115325,3,2524023167,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2524023167,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Glaciecola,Glaciecola pallidula,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sea water",,
Gilvimarinus chinensis DSM 19667,,1.315789474,38,50,1.032608696,4068866,3680,1.032608696,2,2519103187,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2519103187,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Gilvimarinus,Gilvimarinus chinensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Gelidibacter mesophilus DSM 14095,,0.918918919,37,34,0.936946062,4430943,3949,0.936946062,2,2523231061,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523231061,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gelidibacter,Gelidibacter mesophilus,Environmental,Aquatic,Marginal Sea,Marine,,"Aquatic, Marine, Sea water",,
Gammaproteobacteria sp. OM60 HIMB55,,0.733333333,15,11,0.597371565,2736988,2511,0.597371565,2,2513237293,Bacteria,Permanent Draft,Gammaproteobacteria sp. OM60 HIMB55,J. Craig Venter Institute (JCVI),2513237293,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,unclassified,gamma proteobacterium HIMB55,Environmental,Aquatic,Unclassified,Marine,,Marine,#fdae61,#fee086
Fulvimarina pelagi HTCC2506,,1.357142857,28,38,0.733560388,3802689,3817,0.733560388,4,639857001,Bacteria,Permanent Draft,Fulvimarina pelagi HTCC2506,J. Craig Venter Institute (JCVI),639857001,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria,Rhizobiales,Aurantimonadaceae,Fulvimarina,Fulvimarina pelagi,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#fdae61,#5e4fa2
"Flexistipes sinusarabici MAS10, DSM 4947",,1.1875,32,38,1.33388912,2526590,2399,1.33388912,17,2505679008,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),2505679008,Deferribacteres,Other,Deferribacteres,Deferribacterales,Deferribacteraceae,Flexistipes,Flexistipes sinusarabici,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
Flavobacterium frigidarium DSM 17623,,0.981132075,53,52,1.581145585,3632726,3352,1.581145585,3,2523533550,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2523533550,Bacteroidetes,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium frigidarium,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",,
Flavobacteria bacterium BBFL7,,0.862068966,29,25,1.103920822,3083153,2627,1.103920822,5,638341093,Bacteria,Permanent Draft,Flavobacteria sp. BBFL7,J. Craig Venter Institute (JCVI),638341093,Bacteroidetes,Bacteroidetes,Flavobacteriia,unclassified,unclassified,unclassified,Flavobacteria bacterium BBFL7,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine",#fdae61,#bf812d
Fangia hongkongensis DSM 21703,,0.913043478,23,21,0.816761364,2946743,2816,0.816761364,13,2515154119,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),2515154119,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria,Thiotrichales,Fastidiosibacteraceae,Fangia,Fangia hongkongensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",,
