,Unnamed: 0,Unnamed: 0.1,Genome Name,HPK,RR,Hybrid,hpkper100,% Hybrid,RR:HPK Ratio,Genome Size,Gene Count,taxon_oid,Domain,Status,Study Name,Sequencing Center,Phylum,Class,CyanoClass,Order,Family,Genus,Species,Ecosystem,Ecosystem Category,Ecosystem Subtype,Ecosystem Type,Ecotype,Habitat,Ratio_no_RR_Hybrid,org_type_y,ForColors,lifestyle_color,order_color,Unnamed: 5,Unnamed: 6,Unnamed: 7,7.44E-10
171,100,110,Flavobacteria bacterium BBFL7,22,23,2,0.837457175,9.090909091,1.045454545,3083153,2627,638341093,Bacteria,Permanent Draft,Flavobacteria sp. BBFL7,J. Craig Venter Institute (JCVI),Bacteroidetes,Flavobacteriia,,unclassified,unclassified,unclassified,Flavobacteria bacterium BBFL7,Environmental,Aquatic,Unclassified,Marine,,,1.045454545,,Bacteroidetes,#fdae61,#bf812d,,,,
230,99,109,Ferrimonas senticii DSM 18821,26,30,9,0.735086231,34.61538462,1.153846154,3887788,3537,2523533614,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Alteromonadales,Ferrimonadaceae,Ferrimonas,Ferrimonas senticii,Host-associated,Fish,Unclassified,Unclassified,,"Fish, Host, Marine",1.153846154,,Gammaproteobacteria,,,,,,
183,98,108,Ferrimonas kyonanensis DSM 18153,40,43,11,0.884173298,27.5,1.075,4932857,4524,2524023060,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Alteromonadales,Ferrimonadaceae,Ferrimonas,Ferrimonas kyonanensis,Host-associated,Unclassified,Unclassified,Unclassified,,"Aquatic, Host, Marine",1.075,,Gammaproteobacteria,,,,,,
308,97,107,"Ferrimonas balearica PAT, DSM 9799",28,37,8,0.709399544,28.57142857,1.321428571,4279159,3947,648028026,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Alteromonadales,Ferrimonadaceae,Ferrimonas,Ferrimonas balearica,Environmental,Aquatic,Unclassified,Sediment,,"Marine, Sediment",1.321428571,,Gammaproteobacteria,,,,,,
209,96,106,Fangia hongkongensis DSM 21703,17,19,2,0.603693182,11.76470588,1.117647059,2946743,2816,2515154119,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Thiotrichales,Fastidiosibacteraceae,Fangia,Fangia hongkongensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",1.117647059,,Gammaproteobacteria,,,,,,
173,95,105,Eudoraea adriatica DSM 19308,20,21,3,0.558815312,15,1.05,3906474,3579,2522572201,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,,Flavobacteriales,Flavobacteriaceae,Eudoraea,Eudoraea adriatica,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sea water",1.05,,Bacteroidetes,,,,,,
48,94,104,Erythrobacter sp. SD-21,34,28,4,1.136363636,11.76470588,0.823529412,2970874,2992,640963034,Bacteria,Permanent Draft,"Erythrobacter sp, SD-21",J. Craig Venter Institute (JCVI),Proteobacteria,Alphaproteobacteria,,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter sp. SD-21,Environmental,Aquatic,Unclassified,Marine,,,0.823529412,,Alphaproteobacteria,#fdae61,#66c2a5,,,,
86,93,103,Erythrobacter sp. NAP1,31,28,6,0.960942343,19.35483871,0.903225806,3265346,3226,638341081,Bacteria,Permanent Draft,Erythrobacter sp. NAP1,J. Craig Venter Institute (JCVI),Proteobacteria,Alphaproteobacteria,,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter sp. NAP1,Environmental,Aquatic,Unclassified,Marine,,,0.903225806,,Alphaproteobacteria,#fdae61,#74add1,,,,
89,92,102,Erythrobacter litoralis HTCC2594,23,21,1,0.749674055,4.347826087,0.913043478,3052398,3068,637000103,Bacteria,Finished,Erythrobacter litoralis HTCC2594,J. Craig Venter Institute (JCVI),Proteobacteria,Alphaproteobacteria,,Sphingomonadales,Erythrobacteraceae,Erythrobacter,Erythrobacter litoralis,Environmental,Aquatic,Unclassified,Marine,,,0.913043478,,Alphaproteobacteria,#fdae61,#66c2a5,,,,
298,91,101,Enterovibrio nigricans DSM 22720,47,59,18,0.948536831,38.29787234,1.255319149,5037269,4955,2568526010,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Vibrionales,Vibrionaceae,Enterovibrio,Enterovibrio nigricans,Host-associated,Fish,Unclassified,Unclassified,,"Fish, Host, Marine",1.255319149,,Gammaproteobacteria,,,,,,
280,90,100,Enterovibrio calviensis DSM 14347,51,63,22,1.024507834,43.1372549,1.235294118,5505240,4978,2556921009,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Vibrionales,Vibrionaceae,Enterovibrio,Enterovibrio calviensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",1.235294118,,Gammaproteobacteria,,,,,,
159,89,99,"Endozoicomonas elysicola MKT110, DSM 22380",32,33,14,0.67767895,43.75,1.03125,5547760,4722,2515154160,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,Endozoicomonas elysicola,Host-associated,Mollusca,Unclassified,Digestive system,,"Aquatic, Marine, Mollusk gastrointestinal tract",1.03125,,Gammaproteobacteria,,,,,,
52,88,98,"Echinicola vietnamensis KMM 6221, DSM 17526",47,39,17,1.003415884,36.17021277,0.829787234,5608040,4684,2509276020,Bacteria,Finished,Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,,Cytophagales,Cyclobacteriaceae,Echinicola,Echinicola vietnamensis,Environmental,Aquatic,Unclassified,Aquaculture,,"Aquatic, Marine, Sea water",0.829787234,,Bacteroidetes,,,,,,
26,87,97,Echinicola pacifica DSM 19836,44,32,22,1.045627376,50,0.727272727,5447112,4208,2515154083,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,,Cytophagales,Cyclobacteriaceae,Echinicola,Echinicola pacifica,Host-associated,Unclassified,Unclassified,Unclassified,,"Aquatic, Host, Marine",0.727272727,,Bacteroidetes,,,,,,
211,86,96,"Desulfurobacterium thermolithotrophum BSA, DSM 11699",8,9,,0.501882058,,1.125,1541968,1594,649633039,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Aquificae,Aquificae,,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,Desulfurobacterium thermolithotrophum,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine",1.125,,Other,,,,,,
27,85,95,Desulfovibrio inopinatus DSM 10711,174,127,80,3.413772808,45.97701149,0.729885057,5767550,5097,2524614631,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio inopinatus,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sediment",0.729885057,,Deltaproteobacteria,,,,,,
147,84,94,"Desulfovibrio hydrothermalis AM13, DSM 14728",74,75,20,2.237001209,27.02702703,1.013513514,3659215,3308,2523533539,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio hydrothermalis,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine",1.013513514,,Deltaproteobacteria,,,,,,
153,83,93,Desulfovibrio bizertensis DSM 18034,46,47,13,1.542588867,28.26086957,1.02173913,3266412,2982,2568526004,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio bizertensis,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",1.02173913,,Deltaproteobacteria,,,,,,
13,82,92,Desulfobulbus mediterraneus DSM 13871,111,73,61,2.770152234,54.95495495,0.657657658,4796810,4007,2523533605,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,Desulfobulbus mediterraneus,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Deep sea, Marine, Sediment",0.657657658,,Deltaproteobacteria,,,,,,
35,81,91,Desulfobulbus japonicus DSM 18378,124,96,67,2.419512195,54.03225806,0.774193548,5806184,5125,2524614762,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,Desulfobulbus japonicus,Environmental,Aquatic,Intertidal zone,Marine,,,0.774193548,,Deltaproteobacteria,,,,,,
77,80,90,Desulfobacter curvatus DSM 3379,122,107,63,2.409638554,51.63934426,0.87704918,5646235,5063,2515154174,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,,Desulfobacterales,Desulfobacteraceae,Desulfobacter,Desulfobacter curvatus,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sediment",0.87704918,,Deltaproteobacteria,,,,,,
237,79,89,Desulfatiglans anilini DSM 4660,64,75,12,1.5590743,18.75,1.171875,4667344,4105,2526164742,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,,Desulfobacterales,Desulfobacteraceae,Desulfatiglans,Desulfatiglans anilini,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sediment",1.171875,,Deltaproteobacteria,,,,,,
28,78,88,Desulfatibacillum aliphaticivorans DSM 15576,136,101,73,2.530232558,53.67647059,0.742647059,6469960,5375,2522572160,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Deltaproteobacteria,,Desulfobacterales,Desulfobacteraceae,Desulfatibacillum,Desulfatibacillum aliphaticivorans,Environmental,Aquatic,Coastal,Marine,,"Aquatic, Marine, Sediment",0.742647059,,Deltaproteobacteria,,,,,,
327,77,87,Dasania marina DSM 21967,45,,,1.206757844,,,4104988,3729,2515154073,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Gammaproteobacteria,,Cellvibrionales,Spongiibacteraceae,Dasania,Dasania marina,Environmental,Aquatic,Oceanic,Marine,,"Aquatic, Marine, Sediment",,,Gammaproteobacteria,,,,,,
69,76,86,"Cyclobacterium marinum Raj, DSM 745",57,49,13,1.106581246,22.80701754,0.859649123,6221273,5151,2506381023,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,,Cytophagales,Cyclobacteriaceae,Cyclobacterium,Cyclobacterium marinum,Host-associated,Fish,Unclassified,Unclassified,,"Fish, Host, Marine",0.859649123,,Bacteroidetes,,,,,,
96,363,402,Synechococcus sp. PCC 7002,39,36,15,1.204819277,38.46153846,0.923076923,3409935,3237,641522654,Bacteria,Finished,Synechococcus sp. PCC 7002,Pennsylvania State University,Cyanobacteria,unclassified,Synechococcus,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. PCC 7002,Environmental,Aquatic,Unclassified,Sediment,,"Host, Marine, Mud",0.923076923,,Synechococcus,,,,,,
39,364,403,Synechococcus sp. PCC 7335,88,70,24,1.56416637,27.27272727,0.795454545,5973558,5626,647533236,Bacteria,Permanent Draft,Synechococcus sp. PCC 7335,"Institut Pasteur, J. Craig Venter Institute (JCVI)",Cyanobacteria,unclassified,Synechococcus,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. PCC 7335,Host-associated,Mollusca,Unclassified,Unclassified,,Marine,0.795454545,,Synechococcus,,,,,,
276,365,404,Synechococcus sp. RCC307,9,11,,0.347758887,,1.222222222,2224914,2588,640427148,Bacteria,Finished,Synechococcus sp. RCC 307,"CEA Genoscope, Institut Pasteur, Roscoff Center for Oceanography",Cyanobacteria,unclassified,Synechococcus,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. RCC307,Environmental,Aquatic,Pelagic,Marine,,"Aquatic, Marine",1.222222222,,Synechococcus,,,,,,
283,72,80,Cucumibacter marinus DSM 18995,29,36,4,0.799338479,13.79310345,1.24137931,3713661,3628,2524614806,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Rhizobiales,Hyphomicrobiaceae,Cucumibacter,Cucumibacter marinus,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",1.24137931,,Alphaproteobacteria,,,,,,
315,366,407,Synechococcus sp. RS9917,11,15,,0.389794472,,1.363636364,2579542,2822,638341213,Bacteria,Permanent Draft,Synechococcus sp. RS9917,J. Craig Venter Institute (JCVI),Cyanobacteria,unclassified,Synechococcus,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. RS9917,Environmental,Aquatic,Marginal Sea,Marine,,"Aquatic, Fresh water, Marine",1.363636364,,Synechococcus,,,,,,
246,368,413,Synechococcus sp. WH7803,11,13,1,0.424546507,9.090909091,1.181818182,2366980,2591,640427149,Bacteria,Finished,Prochlorococcus sp. WH 7803,"CEA Genoscope, Institut Pasteur, Roscoff Center for Oceanography",Cyanobacteria,unclassified,Synechococcus,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 7803,Environmental,Aquatic,Pelagic,Marine,,"Aquatic, Marine",1.181818182,,Synechococcus,,,,,,
317,367,410,Synechococcus sp. WH 8109,5,7,,0.185459941,,1.4,2111515,2696,2563366603,Bacteria,Finished,Synechococcus sp. WH 8109,J. Craig Venter Institute (JCVI),Cyanobacteria,unclassified,Synechococcus,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus sp. WH 8109,Environmental,Aquatic,Pelagic,Marine,,,1.4,o,Synechococcus,#abdda4,#3288bd,,,,
207,68,70,Crocinitomix catalasitica ATCC 23190,35,39,6,0.847868217,17.14285714,1.114285714,4622888,4128,2556921666,Bacteria,Permanent Draft,"Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project",DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,,Flavobacteriales,Crocinitomicaceae,Crocinitomix,Crocinitomix catalasitica,Environmental,Aquatic,Intertidal zone,Marine,,,1.114285714,,Bacteroidetes,,,,,,
10,67,69,Coraliomargarita akajimensis DSM 45221,36,23,15,1.128172987,41.66666667,0.638888889,3750771,3191,646564524,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Verrucomicrobia,Opitutae,,Puniceicoccales,Puniceicoccaceae,Coraliomargarita,Coraliomargarita akajimensis,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",0.638888889,,Other,,,,,,
170,66,68,Congregibacter litoralis KT71,22,23,4,0.552624969,18.18181818,1.045454545,4351117,3981,2597489864,Bacteria,Permanent Draft,Congregibacter litoralis KT71,"J. Craig Venter Institute (JCVI), Max Planck Institute",Proteobacteria,Gammaproteobacteria,,Cellvibrionales,Halieaceae,Congregibacter,Congregibacter litoralis,Environmental,Aquatic,Unclassified,Marine,,,1.045454545,,Gammaproteobacteria,#fdae61,#66c2a5,,,,
130,65,65,Citreicella sp. SE45,42,42,13,0.763775232,30.95238095,1,5523231,5499,647533124,Bacteria,Permanent Draft,Citreicella sp. SE45,J. Craig Venter Institute (JCVI),Proteobacteria,Alphaproteobacteria,,Rhodobacterales,Rhodobacteraceae,Citreicella,Citreicella sp. SE45,Environmental,Aquatic,Intertidal zone,Marine,,,1,,Alphaproteobacteria,#fdae61,#66c2a5,,,,
122,64,64,"Cellulophaga algicola IC166, DSM 14237",50,49,8,1.151012891,16,0.98,4888353,4344,649633031,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Flavobacteriia,,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga algicola,Host-associated,Algae,Unclassified,Unclassified,,Marine,0.98,,Bacteroidetes,,,,,,
129,63,63,Carnobacterium sp. AT7,13,13,,0.517928287,,1,2501418,2510,2501651209,Bacteria,Permanent Draft,Carnobacterium sp. AT7,J. Craig Venter Institute (JCVI),Firmicutes,Bacilli,,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium sp. AT7,Environmental,Aquatic,Unclassified,Marine,,,1,,Firmicutes,#abdda4,#66c2a5,,,,
128,62,62,Candidatus Pelagibacter ubique SAR11 HTCC9565,4,4,,0.288600289,,1,1279674,1386,2503283022,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,,1,o,Pelagibacter,,,,,,
42,61,61,Candidatus Pelagibacter ubique SAR11 HTCC9022,5,4,,0.341530055,,0.8,1362422,1464,2511231041,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,,0.8,o,Pelagibacter,,,,,,
41,60,60,Candidatus Pelagibacter ubique SAR11 HTCC8051,5,4,,0.333778371,,0.8,1395115,1498,2511231043,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,,0.8,o,Pelagibacter,,,,,,
62,59,59,Candidatus Pelagibacter ubique SAR11 HTCC1062,6,5,,0.430416069,,0.833333333,1308759,1394,637000058,Bacteria,Finished,Candidatus Pelagibacter ubique SAR11 HTCC1062,"Oregon State University, University of California, San Diego, Verenium Corporation",Proteobacteria,Alphaproteobacteria,,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,Environmental,Aquatic,Unclassified,Marine,,,0.833333333,o,Pelagibacter,#abdda4,#abdda4,,,,
22,58,58,Candidatus Pelagibacter ubique SAR11 HTCC1013,7,5,,0.496102055,,0.714285714,1302704,1411,2511231042,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,,0.714285714,o,Pelagibacter,,,,,,
14,57,57,Candidatus Pelagibacter ubique SAR11 HTCC1002,6,4,,0.420168067,,0.666666667,1327604,1428,638341056,Bacteria,Permanent Draft,Candidatus Pelagibacter ubique SAR11 HTCC1002,J. Craig Venter Institute (JCVI),Proteobacteria,Alphaproteobacteria,,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,Environmental,Aquatic,Unclassified,Marine,,,0.666666667,o,Pelagibacter,#fdae61,#66c2a5,,,,
61,56,56,Candidatus Pelagibacter ubique HTCC7217,6,5,,0.390370852,,0.833333333,1433611,1537,2561511228,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,,0.833333333,o,Pelagibacter,,,,,,
60,55,55,Candidatus Pelagibacter ubique HTCC7214,6,5,,0.406779661,,0.833333333,1375060,1475,2561511239,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,Environmental,Aquatic,Unclassified,Marine,,,0.833333333,o,Pelagibacter,,,,,,
127,54,54,Candidatus Pelagibacter ubique HTCC1040,5,5,,0.362056481,,1,1274624,1381,2513237133,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,,1,o,Pelagibacter,,,,,,
40,53,53,Candidatus Pelagibacter ubique HTCC1016,5,4,,0.356125356,,0.8,1297098,1404,2516143128,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,,0.8,o,Pelagibacter,,,,,,
59,52,52,Candidatus Pelagibacter ubique HIMB140,6,5,,0.390879479,,0.833333333,1437930,1535,2503754000,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,,0.833333333,o,Pelagibacter,,,,,,
58,51,51,Candidatus Pelagibacter ubique HIMB083,6,5,,0.398671096,,0.833333333,1395997,1505,2510461079,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter ubique,,,,,,,0.833333333,o,Pelagibacter,,,,,,
57,49,49,Candidatus Pelagibacter sp. IMCC9063,6,5,,0.4048583,,0.833333333,1284727,1482,650716017,Bacteria,Finished,Candidatus Pelagibacter sp. IMCC9063,Inha University,Proteobacteria,Alphaproteobacteria,,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. IMCC9063,Environmental,Aquatic,Unclassified,Marine,,,0.833333333,o,Pelagibacter,,,,,,
56,48,48,Candidatus Pelagibacter sp. HTCC7211,6,5,,0.38071066,,0.833333333,1456888,1576,2503283017,Bacteria,Permanent Draft,Candidatus Pelagibacter sp. HTCC7211,J. Craig Venter Institute (JCVI),Proteobacteria,Alphaproteobacteria,,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. HTCC7211,Environmental,Aquatic,Unclassified,Marine,,,0.833333333,o,Pelagibacter,,,,,,
55,47,47,Candidatus Pelagibacter sp. HIMB1321,6,5,,0.417827298,,0.833333333,1320649,1436,2547132513,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. HIMB1321,,,,,,,0.833333333,o,Pelagibacter,,,,,,
54,46,46,Candidatus Pelagibacter sp. HIMB122,6,5,,0.385356455,,0.833333333,1453515,1557,2561511237,Bacteria,Permanent Draft,SAR11 Genome Evolution,DOE Joint Genome Institute (JGI),Proteobacteria,Alphaproteobacteria,,Pelagibacterales,Pelagibacteraceae,Candidatus Pelagibacter,Candidatus Pelagibacter sp. HIMB122,,,,,,,0.833333333,o,Pelagibacter,,,,,,
302,45,45,Caminibacter mediatlanticus TB-2,11,14,2,0.580781415,18.18181818,1.272727273,1663618,1894,640963039,Bacteria,Permanent Draft,Caminibacter mediatlanticus TB-2,J. Craig Venter Institute (JCVI),Proteobacteria,Epsilonproteobacteria,,Nautiliales,Nautiliaceae,Caminibacter,Caminibacter mediatlanticus,Environmental,Aquatic,Hydrothermal vents,Marine,,,1.272727273,,Epsilonproteobacteria,#fdae61,#abdda4,,,,
74,44,44,"Caldithrix abyssi LF13, DSM 13497",84,73,30,2.18636127,35.71428571,0.869047619,4978541,3842,2561511127,Bacteria,Permanent Draft,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Caldithrixae,Caldithrixia,,Caldithrixales,Caldithrixaceae,Caldithrix,abyssi,Environmental,Aquatic,Hydrothermal vents,Marine,,"Aquatic, Deep sea, Marine",0.869047619,,Other,,,,,,
29,43,43,Brevundimonas sp. BAL3,59,44,21,1.672335601,35.59322034,0.745762712,3646072,3528,647533115,Bacteria,Permanent Draft,Brevundimonas sp. BAL3,J. Craig Venter Institute (JCVI),Proteobacteria,Alphaproteobacteria,,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp. BAL3,Environmental,Aquatic,Unclassified,Marine,,,0.745762712,,Alphaproteobacteria,#3288bd,#66c2a5,,,,
3,42,42,Bernardetia litoralis DSM 6794,36,21,6,0.880195599,16.66666667,0.583333333,4919337,4090,2509276059,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,,Cytophagales,Bernardetiaceae,Bernardetia,Bernardetia litoralis,Environmental,Aquatic,Unclassified,Aquaculture,,"Aquatic, Marine, Sea water",0.583333333,,Bacteroidetes,,,,,,
70,41,41,Belliella baltica DSM 15883,44,38,11,1.134312967,25,0.863636364,4196595,3879,2509276058,Bacteria,Finished,A Genomic Encyclopedia of Bacteria and Archaea (GEBA),DOE Joint Genome Institute (JGI),Bacteroidetes,Cytophagia,,Cytophagales,Cyclobacteriaceae,Belliella,Belliella baltica,Environmental,Aquatic,Unclassified,Marine,,"Aquatic, Marine, Sea water",0.863636364,,Bacteroidetes,,,,,,
